,matchday,date,home_team,final_result,away_team
13016,25,2012-03-10,1. FSV Mainz 05,2-1,1. FC Nürnberg
13017,25,2012-03-11,Werder Bremen,3-0,Hannover 96
13018,25,2012-03-11,FC Schalke 04,3-1,Hamburger SV
13019,26,2012-03-16,TSG 1899 Hoffenheim,1-2,VfB Stuttgart
13020,26,2012-03-17,Borussia Dortmund,1-0,Werder Bremen
13021,26,2012-03-17,Bayer 04 Leverkusen,1-2,Bor. Mönchengladbach
13022,26,2012-03-17,FC Augsburg,2-1,1. FSV Mainz 05
13023,26,2012-03-17,Hertha BSC,0-6,Bayern München
13024,26,2012-03-17,Hamburger SV,1-3,SC Freiburg
13025,26,2012-03-17,1. FC Nürnberg,1-3,VfL Wolfsburg
13026,26,2012-03-18,1. FC Kaiserslautern,1-4,FC Schalke 04
13027,26,2012-03-18,Hannover 96,4-1,1. FC Köln
13028,27,2012-03-23,VfL Wolfsburg,2-1,Hamburger SV
13029,27,2012-03-24,Werder Bremen,1-1,FC Augsburg
13030,27,2012-03-24,1. FSV Mainz 05,1-3,Hertha BSC
13031,27,2012-03-24,FC Schalke 04,2-0,Bayer 04 Leverkusen
13032,27,2012-03-24,Bor. Mönchengladbach,1-2,TSG 1899 Hoffenheim
13033,27,2012-03-24,Bayern München,2-1,Hannover 96
13034,27,2012-03-24,SC Freiburg,2-0,1. FC Kaiserslautern
13035,27,2012-03-25,VfB Stuttgart,1-0,1. FC Nürnberg
13036,27,2012-03-25,1. FC Köln,1-6,Borussia Dortmund
13037,28,2012-03-30,Borussia Dortmund,4-4,VfB Stuttgart
13038,28,2012-03-31,Hertha BSC,1-4,VfL Wolfsburg
13039,28,2012-03-31,Bayer 04 Leverkusen,0-2,SC Freiburg
13040,28,2012-03-31,1. FC Nürnberg,0-1,Bayern München
13041,28,2012-03-31,Werder Bremen,0-3,1. FSV Mainz 05
13042,28,2012-03-31,FC Augsburg,2-1,1. FC Köln
13043,28,2012-03-31,1. FC Kaiserslautern,0-1,Hamburger SV
13044,28,2012-04-01,TSG 1899 Hoffenheim,1-1,FC Schalke 04
13045,28,2012-04-01,Hannover 96,2-1,Bor. Mönchengladbach
13046,29,2012-04-07,Bayern München,2-1,FC Augsburg
13047,29,2012-04-07,1. FC Köln,1-1,Werder Bremen
13048,29,2012-04-07,1. FC Kaiserslautern,1-2,TSG 1899 Hoffenheim
13049,29,2012-04-07,VfL Wolfsburg,1-3,Borussia Dortmund
13050,29,2012-04-07,SC Freiburg,2-2,1. FC Nürnberg
13051,29,2012-04-07,VfB Stuttgart,4-1,1. FSV Mainz 05
13052,29,2012-04-07,Bor. Mönchengladbach,0-0,Hertha BSC
13053,29,2012-04-08,Hamburger SV,1-1,Bayer 04 Leverkusen
13054,29,2012-04-08,FC Schalke 04,3-0,Hannover 96
13055,30,2012-04-10,Werder Bremen,2-2,Bor. Mönchengladbach
13056,30,2012-04-10,Hertha BSC,1-2,SC Freiburg
13057,30,2012-04-10,1. FSV Mainz 05,4-0,1. FC Köln
13058,30,2012-04-10,FC Augsburg,1-3,VfB Stuttgart
13059,30,2012-04-11,1. FC Nürnberg,4-1,FC Schalke 04
13060,30,2012-04-11,TSG 1899 Hoffenheim,4-0,Hamburger SV
13061,30,2012-04-11,Hannover 96,2-0,VfL Wolfsburg
13062,30,2012-04-11,Bayer 04 Leverkusen,3-1,1. FC Kaiserslautern
13063,30,2012-04-11,Borussia Dortmund,1-0,Bayern München
13064,31,2012-04-13,VfB Stuttgart,4-1,Werder Bremen
13065,31,2012-04-14,FC Schalke 04,1-2,Borussia Dortmund
13066,31,2012-04-14,1. FC Kaiserslautern,0-2,1. FC Nürnberg
13067,31,2012-04-14,Bayern München,0-0,1. FSV Mainz 05
13068,31,2012-04-14,VfL Wolfsburg,1-2,FC Augsburg
13069,31,2012-04-14,Bayer 04 Leverkusen,3-3,Hertha BSC
13070,31,2012-04-14,Hamburger SV,1-0,Hannover 96
13071,31,2012-04-15,SC Freiburg,0-0,TSG 1899 Hoffenheim
13072,31,2012-04-15,Bor. Mönchengladbach,3-0,1. FC Köln
13073,32,2012-04-20,1. FSV Mainz 05,0-0,VfL Wolfsburg
13074,32,2012-04-21,TSG 1899 Hoffenheim,0-1,Bayer 04 Leverkusen
13075,32,2012-04-21,Werder Bremen,1-2,Bayern München
13076,32,2012-04-21,Borussia Dortmund,2-0,Bor. Mönchengladbach
13077,32,2012-04-21,1. FC Nürnberg,1-1,Hamburger SV
13078,32,2012-04-21,1. FC Köln,1-1,VfB Stuttgart
13079,32,2012-04-21,Hertha BSC,1-2,1. FC Kaiserslautern
13080,32,2012-04-22,Hannover 96,0-0,SC Freiburg
13081,32,2012-04-22,FC Augsburg,1-1,FC Schalke 04
13082,33,2012-04-28,Hamburger SV,0-0,1. FSV Mainz 05
13083,33,2012-04-28,SC Freiburg,4-1,1. FC Köln
13084,33,2012-04-28,VfL Wolfsburg,3-1,Werder Bremen
13085,33,2012-04-28,Bayer 04 Leverkusen,1-0,Hannover 96
13086,33,2012-04-28,1. FC Kaiserslautern,2-5,Borussia Dortmund
13087,33,2012-04-28,FC Schalke 04,4-0,Hertha BSC
13088,33,2012-04-28,TSG 1899 Hoffenheim,2-3,1. FC Nürnberg
13089,33,2012-04-28,Bayern München,2-0,VfB Stuttgart
13090,33,2012-04-28,Bor. Mönchengladbach,0-0,FC Augsburg
13091,34,2012-05-05,Borussia Dortmund,4-0,SC Freiburg
13092,34,2012-05-05,1. FSV Mainz 05,0-3,Bor. Mönchengladbach
13093,34,2012-05-05,Werder Bremen,2-3,FC Schalke 04
13094,34,2012-05-05,FC Augsburg,1-0,Hamburger SV
13095,34,2012-05-05,Hannover 96,2-1,1. FC Kaiserslautern
13096,34,2012-05-05,1. FC Nürnberg,1-4,Bayer 04 Leverkusen
13097,34,2012-05-05,VfB Stuttgart,3-2,VfL Wolfsburg
13098,34,2012-05-05,1. FC Köln,1-4,Bayern München
13099,34,2012-05-05,Hertha BSC,3-1,TSG 1899 Hoffenheim
13100,1,2009-08-07,VfL Wolfsburg,2-0,VfB Stuttgart
13101,1,2009-08-08,Borussia Dortmund,1-0,1. FC Köln
13102,1,2009-08-08,Hertha BSC,1-0,Hannover 96
13103,1,2009-08-08,TSG 1899 Hoffenheim,1-1,Bayern München
13104,1,2009-08-08,1. FSV Mainz 05,2-2,Bayer 04 Leverkusen
13105,1,2009-08-08,1. FC Nürnberg,1-2,FC Schalke 04
13106,1,2009-08-08,Werder Bremen,2-3,Eintracht Frankfurt
13107,1,2009-08-09,VfL Bochum,3-3,Bor. Mönchengladbach
13108,1,2009-08-09,SC Freiburg,1-1,Hamburger SV
13109,2,2009-08-15,Bayern München,1-1,Werder Bremen
13110,2,2009-08-15,Eintracht Frankfurt,1-1,1. FC Nürnberg
13111,2,2009-08-15,1. FC Köln,1-3,VfL Wolfsburg
13112,2,2009-08-15,Hamburger SV,4-1,Borussia Dortmund
13113,2,2009-08-15,Hannover 96,1-1,1. FSV Mainz 05
13114,2,2009-08-15,Bayer 04 Leverkusen,1-0,TSG 1899 Hoffenheim
13115,2,2009-08-15,VfB Stuttgart,4-2,SC Freiburg
13116,2,2009-08-16,Bor. Mönchengladbach,2-1,Hertha BSC
13117,2,2009-08-16,FC Schalke 04,3-0,VfL Bochum
13118,3,2009-08-21,TSG 1899 Hoffenheim,0-0,FC Schalke 04
13119,3,2009-08-22,Borussia Dortmund,1-1,VfB Stuttgart
13120,3,2009-08-22,1. FC Köln,0-0,Eintracht Frankfurt
13121,3,2009-08-22,SC Freiburg,0-5,Bayer 04 Leverkusen
13122,3,2009-08-22,1. FSV Mainz 05,2-1,Bayern München
13123,3,2009-08-22,1. FC Nürnberg,0-2,Hannover 96
13124,3,2009-08-23,VfL Bochum,1-0,Hertha BSC
13125,3,2009-08-23,Werder Bremen,3-0,Bor. Mönchengladbach
13126,3,2009-08-23,VfL Wolfsburg,2-4,Hamburger SV
13127,4,2009-08-28,Bor. Mönchengladbach,2-0,1. FSV Mainz 05
13128,4,2009-08-29,Bayern München,3-0,VfL Wolfsburg
13129,4,2009-08-29,Eintracht Frankfurt,1-1,Borussia Dortmund
13130,4,2009-08-29,Hannover 96,0-1,TSG 1899 Hoffenheim
13131,4,2009-08-29,Bayer 04 Leverkusen,2-1,VfL Bochum
13132,4,2009-08-29,FC Schalke 04,0-1,SC Freiburg
13133,4,2009-08-29,VfB Stuttgart,0-0,1. FC Nürnberg
13134,4,2009-08-30,Hamburger SV,3-1,1. FC Köln
13135,4,2009-08-30,Hertha BSC,2-3,Werder Bremen
13136,5,2009-09-12,Borussia Dortmund,1-5,Bayern München
13137,5,2009-09-12,SC Freiburg,0-2,Eintracht Frankfurt
13138,5,2009-09-12,Hamburger SV,3-1,VfB Stuttgart
13139,5,2009-09-12,TSG 1899 Hoffenheim,3-0,VfL Bochum
13140,5,2009-09-12,1. FSV Mainz 05,2-1,Hertha BSC
13141,5,2009-09-12,1. FC Nürnberg,1-0,Bor. Mönchengladbach
13142,5,2009-09-12,VfL Wolfsburg,2-3,Bayer 04 Leverkusen
13143,5,2009-09-13,1. FC Köln,1-2,FC Schalke 04
13144,5,2009-09-13,Werder Bremen,0-0,Hannover 96
13145,6,2009-09-18,FC Schalke 04,1-2,VfL Wolfsburg
13146,6,2009-09-19,Bayern München,2-1,1. FC Nürnberg
13147,6,2009-09-19,VfL Bochum,2-3,1. FSV Mainz 05
13148,6,2009-09-19,Hannover 96,1-1,Borussia Dortmund
13149,6,2009-09-19,Bor. Mönchengladbach,2-4,TSG 1899 Hoffenheim
13150,6,2009-09-19,VfB Stuttgart,0-2,1. FC Köln
13151,6,2009-09-20,Eintracht Frankfurt,1-1,Hamburger SV
13152,6,2009-09-20,Hertha BSC,0-4,SC Freiburg
13153,6,2009-09-20,Bayer 04 Leverkusen,0-0,Werder Bremen
13154,7,2009-09-25,1. FC Nürnberg,0-1,VfL Bochum
13155,7,2009-09-26,Borussia Dortmund,0-1,FC Schalke 04
13156,7,2009-09-26,Eintracht Frankfurt,0-3,VfB Stuttgart
13157,7,2009-09-26,1. FC Köln,0-1,Bayer 04 Leverkusen
13158,7,2009-09-26,Hamburger SV,1-0,Bayern München
13159,7,2009-09-26,Werder Bremen,3-0,1. FSV Mainz 05
13160,7,2009-09-26,VfL Wolfsburg,4-2,Hannover 96
13161,7,2009-09-27,SC Freiburg,3-0,Bor. Mönchengladbach
13162,7,2009-09-27,TSG 1899 Hoffenheim,5-1,Hertha BSC
13163,8,2009-10-02,FC Schalke 04,2-0,Eintracht Frankfurt
13164,8,2009-10-03,Bayern München,0-0,1. FC Köln
13165,8,2009-10-03,VfL Bochum,1-1,VfL Wolfsburg
13166,8,2009-10-03,Hannover 96,5-2,SC Freiburg
13167,8,2009-10-03,Bayer 04 Leverkusen,4-0,1. FC Nürnberg
13168,8,2009-10-03,1. FSV Mainz 05,2-1,TSG 1899 Hoffenheim
13169,8,2009-10-03,Bor. Mönchengladbach,0-1,Borussia Dortmund
13170,8,2009-10-04,Hertha BSC,1-3,Hamburger SV
13171,8,2009-10-04,VfB Stuttgart,0-2,Werder Bremen
13172,9,2009-10-17,Eintracht Frankfurt,2-1,Hannover 96
13173,9,2009-10-17,1. FC Köln,1-0,1. FSV Mainz 05
13174,9,2009-10-17,SC Freiburg,1-2,Bayern München
13175,9,2009-10-17,Hamburger SV,0-0,Bayer 04 Leverkusen
13176,9,2009-10-17,1. FC Nürnberg,3-0,Hertha BSC
13177,9,2009-10-17,VfB Stuttgart,1-2,FC Schalke 04
13178,9,2009-10-17,Werder Bremen,2-0,TSG 1899 Hoffenheim
13179,9,2009-10-18,Borussia Dortmund,2-0,VfL Bochum
13180,9,2009-10-18,VfL Wolfsburg,2-1,Bor. Mönchengladbach
13181,10,2009-10-23,Bayer 04 Leverkusen,1-1,Borussia Dortmund
13182,10,2009-10-24,Bayern München,2-1,Eintracht Frankfurt
13183,10,2009-10-24,Hannover 96,1-0,VfB Stuttgart
13184,10,2009-10-24,TSG 1899 Hoffenheim,3-0,1. FC Nürnberg
13185,10,2009-10-24,1. FSV Mainz 05,3-0,SC Freiburg
13186,10,2009-10-24,Bor. Mönchengladbach,0-0,1. FC Köln
13187,10,2009-10-25,VfL Bochum,1-4,Werder Bremen
13188,10,2009-10-25,Hertha BSC,0-0,VfL Wolfsburg
13189,10,2009-10-25,FC Schalke 04,3-3,Hamburger SV
13190,11,2009-10-30,Borussia Dortmund,2-0,Hertha BSC
13191,11,2009-10-31,1. FC Köln,0-1,Hannover 96
13192,11,2009-10-31,Hamburger SV,2-3,Bor. Mönchengladbach
13193,11,2009-10-31,1. FC Nürnberg,2-2,Werder Bremen
13194,11,2009-10-31,FC Schalke 04,2-2,Bayer 04 Leverkusen
13195,11,2009-10-31,VfB Stuttgart,0-0,Bayern München
13196,11,2009-10-31,VfL Wolfsburg,3-3,1. FSV Mainz 05
13197,11,2009-11-01,Eintracht Frankfurt,2-1,VfL Bochum
13198,11,2009-11-01,SC Freiburg,0-1,TSG 1899 Hoffenheim
13199,12,2009-11-06,Bayer 04 Leverkusen,4-0,Eintracht Frankfurt
13200,12,2009-11-07,Bayern München,1-1,FC Schalke 04
13201,12,2009-11-07,VfL Bochum,1-2,SC Freiburg
13202,12,2009-11-07,TSG 1899 Hoffenheim,1-2,VfL Wolfsburg
13203,12,2009-11-07,1. FSV Mainz 05,1-0,1. FC Nürnberg
13204,12,2009-11-07,Bor. Mönchengladbach,0-0,VfB Stuttgart
13205,12,2009-11-08,Hannover 96,2-2,Hamburger SV
13206,12,2009-11-08,Hertha BSC,0-1,1. FC Köln
13207,12,2009-11-08,Werder Bremen,1-1,Borussia Dortmund
13208,13,2009-11-21,Borussia Dortmund,0-0,1. FSV Mainz 05
13209,13,2009-11-21,Eintracht Frankfurt,1-2,Bor. Mönchengladbach
13210,13,2009-11-21,1. FC Köln,0-4,TSG 1899 Hoffenheim
13211,13,2009-11-21,SC Freiburg,0-6,Werder Bremen
13212,13,2009-11-21,FC Schalke 04,2-0,Hannover 96
13213,13,2009-11-21,VfB Stuttgart,1-1,Hertha BSC
13214,13,2009-11-21,VfL Wolfsburg,2-3,1. FC Nürnberg
13215,13,2009-11-22,Bayern München,1-1,Bayer 04 Leverkusen
13216,13,2009-11-22,Hamburger SV,0-1,VfL Bochum
13217,14,2009-11-27,VfL Bochum,0-0,1. FC Köln
13218,14,2009-11-28,Hertha BSC,1-3,Eintracht Frankfurt
13219,14,2009-11-28,TSG 1899 Hoffenheim,1-2,Borussia Dortmund
13220,14,2009-11-28,1. FSV Mainz 05,1-1,Hamburger SV
13221,14,2009-11-28,Bor. Mönchengladbach,1-0,FC Schalke 04
13222,14,2009-11-28,1. FC Nürnberg,0-1,SC Freiburg
13223,14,2009-11-28,Werder Bremen,2-2,VfL Wolfsburg
13224,14,2009-11-29,Hannover 96,0-3,Bayern München
13225,14,2009-11-29,Bayer 04 Leverkusen,4-0,VfB Stuttgart
13226,15,2009-12-04,Bayern München,2-1,Bor. Mönchengladbach
13227,15,2009-12-05,Borussia Dortmund,4-0,1. FC Nürnberg
13228,15,2009-12-05,Eintracht Frankfurt,2-0,1. FSV Mainz 05
13229,15,2009-12-05,Hamburger SV,0-0,TSG 1899 Hoffenheim
13230,15,2009-12-05,Hannover 96,0-0,Bayer 04 Leverkusen
13231,15,2009-12-05,VfB Stuttgart,1-1,VfL Bochum
13232,15,2009-12-05,VfL Wolfsburg,2-2,SC Freiburg
13233,15,2009-12-06,1. FC Köln,0-0,Werder Bremen
13234,15,2009-12-06,FC Schalke 04,2-0,Hertha BSC
13235,16,2009-12-11,Hertha BSC,2-2,Bayer 04 Leverkusen
13236,16,2009-12-12,VfL Bochum,1-5,Bayern München
13237,16,2009-12-12,SC Freiburg,0-0,1. FC Köln
13238,16,2009-12-12,TSG 1899 Hoffenheim,1-1,Eintracht Frankfurt
13239,16,2009-12-12,Bor. Mönchengladbach,5-3,Hannover 96
13240,16,2009-12-12,1. FC Nürnberg,0-4,Hamburger SV
13241,16,2009-12-12,Werder Bremen,0-2,FC Schalke 04
13242,16,2009-12-13,1. FSV Mainz 05,1-1,VfB Stuttgart
13243,16,2009-12-13,VfL Wolfsburg,1-3,Borussia Dortmund
13244,17,2009-12-18,FC Schalke 04,1-0,1. FSV Mainz 05
13245,17,2009-12-19,Bayern München,5-2,Hertha BSC
13246,17,2009-12-19,Borussia Dortmund,1-0,SC Freiburg
13247,17,2009-12-19,Eintracht Frankfurt,2-2,VfL Wolfsburg
13248,17,2009-12-19,Hannover 96,2-3,VfL Bochum
13249,17,2009-12-19,Bayer 04 Leverkusen,3-2,Bor. Mönchengladbach
13250,17,2009-12-19,VfB Stuttgart,3-1,TSG 1899 Hoffenheim
13251,17,2009-12-20,1. FC Köln,3-0,1. FC Nürnberg
13252,17,2009-12-20,Hamburger SV,2-1,Werder Bremen
13253,18,2010-01-15,Bayern München,2-0,TSG 1899 Hoffenheim
13254,18,2010-01-16,Eintracht Frankfurt,1-0,Werder Bremen
13255,18,2010-01-16,Hamburger SV,2-0,SC Freiburg
13256,18,2010-01-16,Hannover 96,0-3,Hertha BSC
13257,18,2010-01-16,Bayer 04 Leverkusen,4-2,1. FSV Mainz 05
13258,18,2010-01-16,Bor. Mönchengladbach,1-2,VfL Bochum
13259,18,2010-01-16,VfB Stuttgart,3-1,VfL Wolfsburg
13260,18,2010-01-17,1. FC Köln,2-3,Borussia Dortmund
13261,18,2010-01-17,FC Schalke 04,1-0,1. FC Nürnberg
13262,19,2010-01-22,SC Freiburg,0-1,VfB Stuttgart
13263,19,2010-01-23,VfL Bochum,2-2,FC Schalke 04
13264,19,2010-01-23,Borussia Dortmund,1-0,Hamburger SV
13265,19,2010-01-23,Hertha BSC,0-0,Bor. Mönchengladbach
13266,19,2010-01-23,1. FSV Mainz 05,1-0,Hannover 96
13267,19,2010-01-23,1. FC Nürnberg,1-1,Eintracht Frankfurt
13268,19,2010-01-23,Werder Bremen,2-3,Bayern München
13269,19,2010-01-24,TSG 1899 Hoffenheim,0-3,Bayer 04 Leverkusen
13270,19,2010-01-24,VfL Wolfsburg,2-3,1. FC Köln
13271,20,2010-01-29,Hamburger SV,1-1,VfL Wolfsburg
13272,20,2010-01-30,Bayern München,3-0,1. FSV Mainz 05
13273,20,2010-01-30,Eintracht Frankfurt,1-2,1. FC Köln
13274,20,2010-01-30,Hannover 96,1-3,1. FC Nürnberg
13275,20,2010-01-30,Hertha BSC,0-0,VfL Bochum
13276,20,2010-01-30,Bor. Mönchengladbach,4-3,Werder Bremen
13277,20,2010-01-30,FC Schalke 04,2-0,TSG 1899 Hoffenheim
13278,20,2010-01-31,Bayer 04 Leverkusen,3-1,SC Freiburg
13279,20,2010-01-31,VfB Stuttgart,4-1,Borussia Dortmund
13280,21,2010-02-05,Werder Bremen,2-1,Hertha BSC
13281,21,2010-02-06,VfL Bochum,1-1,Bayer 04 Leverkusen
13282,21,2010-02-06,1. FC Köln,3-3,Hamburger SV
13283,21,2010-02-06,SC Freiburg,0-0,FC Schalke 04
13284,21,2010-02-06,TSG 1899 Hoffenheim,2-1,Hannover 96
13285,21,2010-02-06,1. FC Nürnberg,1-2,VfB Stuttgart
13286,21,2010-02-06,VfL Wolfsburg,1-3,Bayern München
13287,21,2010-02-07,Borussia Dortmund,2-3,Eintracht Frankfurt
13288,21,2010-02-07,1. FSV Mainz 05,1-0,Bor. Mönchengladbach
13289,22,2010-02-12,Bor. Mönchengladbach,2-1,1. FC Nürnberg
13290,22,2010-02-13,Bayern München,3-1,Borussia Dortmund
13291,22,2010-02-13,VfL Bochum,2-1,TSG 1899 Hoffenheim
13292,22,2010-02-13,Hannover 96,1-5,Werder Bremen
13293,22,2010-02-13,Hertha BSC,1-1,1. FSV Mainz 05
13294,22,2010-02-13,Bayer 04 Leverkusen,2-1,VfL Wolfsburg
13295,22,2010-02-13,VfB Stuttgart,1-3,Hamburger SV
13296,22,2010-02-14,Eintracht Frankfurt,2-1,SC Freiburg
13297,22,2010-02-14,FC Schalke 04,2-0,1. FC Köln
13298,23,2010-02-19,TSG 1899 Hoffenheim,2-2,Bor. Mönchengladbach
13299,23,2010-02-20,Borussia Dortmund,4-1,Hannover 96
13300,23,2010-02-20,1. FC Köln,1-5,VfB Stuttgart
13301,23,2010-02-20,Hamburger SV,0-0,Eintracht Frankfurt
13302,23,2010-02-20,1. FSV Mainz 05,0-0,VfL Bochum
13303,23,2010-02-20,1. FC Nürnberg,1-1,Bayern München
13304,23,2010-02-21,SC Freiburg,0-3,Hertha BSC
13305,23,2010-02-21,Werder Bremen,2-2,Bayer 04 Leverkusen
13306,23,2010-02-21,VfL Wolfsburg,2-1,FC Schalke 04
13307,24,2010-02-26,FC Schalke 04,2-1,Borussia Dortmund
13308,24,2010-02-27,VfL Bochum,0-0,1. FC Nürnberg
13309,24,2010-02-27,Hertha BSC,0-2,TSG 1899 Hoffenheim
13310,24,2010-02-27,Bayer 04 Leverkusen,0-0,1. FC Köln
13311,24,2010-02-27,1. FSV Mainz 05,1-2,Werder Bremen
13312,24,2010-02-27,Bor. Mönchengladbach,1-1,SC Freiburg
13313,24,2010-02-27,VfB Stuttgart,2-1,Eintracht Frankfurt
13314,24,2010-02-28,Bayern München,1-0,Hamburger SV
13315,24,2010-02-28,Hannover 96,0-1,VfL Wolfsburg
13316,25,2010-03-06,Borussia Dortmund,3-0,Bor. Mönchengladbach
13317,25,2010-03-06,Eintracht Frankfurt,1-4,FC Schalke 04
13318,25,2010-03-06,1. FC Köln,1-1,Bayern München
13319,25,2010-03-06,SC Freiburg,1-2,Hannover 96
13320,25,2010-03-06,Hamburger SV,1-0,Hertha BSC
13321,25,2010-03-06,Werder Bremen,2-2,VfB Stuttgart
13322,25,2010-03-06,VfL Wolfsburg,4-1,VfL Bochum
13323,25,2010-03-07,TSG 1899 Hoffenheim,0-1,1. FSV Mainz 05
13324,25,2010-03-07,1. FC Nürnberg,3-2,Bayer 04 Leverkusen
13325,26,2010-03-12,FC Schalke 04,2-1,VfB Stuttgart
13326,26,2010-03-13,Bayern München,2-1,SC Freiburg
13327,26,2010-03-13,VfL Bochum,1-4,Borussia Dortmund
13328,26,2010-03-13,Hannover 96,2-1,Eintracht Frankfurt
13329,26,2010-03-13,Hertha BSC,1-2,1. FC Nürnberg
13330,26,2010-03-13,1. FSV Mainz 05,1-0,1. FC Köln
13331,26,2010-03-13,Bor. Mönchengladbach,0-4,VfL Wolfsburg
13332,26,2010-03-14,TSG 1899 Hoffenheim,0-1,Werder Bremen
13333,26,2010-03-14,Bayer 04 Leverkusen,4-2,Hamburger SV
13334,27,2010-03-19,1. FC Köln,1-1,Bor. Mönchengladbach
13335,27,2010-03-20,Borussia Dortmund,3-0,Bayer 04 Leverkusen
13336,27,2010-03-20,Eintracht Frankfurt,2-1,Bayern München
13337,27,2010-03-20,SC Freiburg,1-0,1. FSV Mainz 05
13338,27,2010-03-20,1. FC Nürnberg,0-0,TSG 1899 Hoffenheim
13339,27,2010-03-20,VfB Stuttgart,2-0,Hannover 96
13340,27,2010-03-20,Werder Bremen,3-2,VfL Bochum
13341,27,2010-03-21,Hamburger SV,2-2,FC Schalke 04
13342,27,2010-03-21,VfL Wolfsburg,1-5,Hertha BSC
13343,28,2010-03-26,VfL Bochum,1-2,Eintracht Frankfurt
13344,28,2010-03-27,Bayern München,1-2,VfB Stuttgart
13345,28,2010-03-27,Hannover 96,1-4,1. FC Köln
13346,28,2010-03-27,Hertha BSC,0-0,Borussia Dortmund
13347,28,2010-03-27,Bayer 04 Leverkusen,0-2,FC Schalke 04
13348,28,2010-03-27,1. FSV Mainz 05,0-2,VfL Wolfsburg
13349,28,2010-03-27,Werder Bremen,4-2,1. FC Nürnberg
13350,28,2010-03-28,TSG 1899 Hoffenheim,1-1,SC Freiburg
13351,28,2010-03-28,Bor. Mönchengladbach,1-0,Hamburger SV
13352,29,2010-04-03,Borussia Dortmund,2-1,Werder Bremen
13353,29,2010-04-03,Eintracht Frankfurt,3-2,Bayer 04 Leverkusen
13354,29,2010-04-03,1. FC Köln,0-3,Hertha BSC
13355,29,2010-04-03,SC Freiburg,1-1,VfL Bochum
13356,29,2010-04-03,1. FC Nürnberg,2-0,1. FSV Mainz 05
13357,29,2010-04-03,FC Schalke 04,1-2,Bayern München
13358,29,2010-04-03,VfB Stuttgart,2-1,Bor. Mönchengladbach
13359,29,2010-04-04,Hamburger SV,0-0,Hannover 96
13360,29,2010-04-04,VfL Wolfsburg,4-0,TSG 1899 Hoffenheim
13361,30,2010-04-09,Bor. Mönchengladbach,2-0,Eintracht Frankfurt
13362,30,2010-04-10,Hannover 96,4-2,FC Schalke 04
13363,30,2010-04-10,Hertha BSC,0-1,VfB Stuttgart
13364,30,2010-04-10,TSG 1899 Hoffenheim,0-2,1. FC Köln
13365,30,2010-04-10,Bayer 04 Leverkusen,1-1,Bayern München
13366,30,2010-04-10,1. FSV Mainz 05,1-0,Borussia Dortmund
13367,30,2010-04-10,Werder Bremen,4-0,SC Freiburg
13368,30,2010-04-11,VfL Bochum,1-2,Hamburger SV
13369,30,2010-04-11,1. FC Nürnberg,0-2,VfL Wolfsburg
13370,31,2010-04-16,1. FC Köln,2-0,VfL Bochum
13371,31,2010-04-17,Bayern München,7-0,Hannover 96
13372,31,2010-04-17,SC Freiburg,2-1,1. FC Nürnberg
13373,31,2010-04-17,Hamburger SV,0-1,1. FSV Mainz 05
13374,31,2010-04-17,FC Schalke 04,3-1,Bor. Mönchengladbach
13375,31,2010-04-17,VfB Stuttgart,2-1,Bayer 04 Leverkusen
13376,31,2010-04-17,VfL Wolfsburg,2-4,Werder Bremen
13377,31,2010-04-18,Borussia Dortmund,1-1,TSG 1899 Hoffenheim
13378,31,2010-04-18,Eintracht Frankfurt,2-2,Hertha BSC
